...1,Solutions,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID,wordcount,DSI,promptCosDis,peerCosDis,gemini-2.5-flash-0s,AttackedSolutions,AttackedDSI,AttackedBgeDSI,AttackedQwenDSI,AttackedPromptCosDis-bert,AttackedPeerCosDis-bert,AttackedPromptCosDis-bge,AttackedPeerCosDis-bge,AttackedPromptCosDis-Qwen,AttackedPeerCosDis-Qwen,gemini-2.5-flash-0s-attacked
2190,Becky should talk to Jim first before Mark about the situation,-0.791199443,-1.100440589,RLPS8,Becky,test,2190,11,0.7683572769165039,0.4783812761306762,0.3228472471237182,0,"Becky should talk to Jim first before Mark about the situation
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7843474745750427,0.8030543327331543,0.6219079494476318,0.12920814752578735,0.05268007516860962,0.359660267829895,0.13838976621627808,0.5910196304321289,0.2612508535385132,0
2191,"Explain the situation to Jim, while also taking the shift manager job. If Jim truly is a good friend, then he will understand that his actions are causing his friend to become stressed, thus making him want to fix his actions. However, if that does not work, Becky can minimize Jims hours while still having him make enough money to pay rent. Everyone has the opportunity to win. Jim is given the opportunity to fix his act, Mark can have a bad employee not work nearly as much without having to hire another person, and Becky does not have to diminish her relationship with either person.",1.366952949,0.349906138,RLPS8,Becky,test,2191,106,0.8102418184280396,0.316173255443573,0.3944859206676483,2,"Explain the situation to Jim, while also taking the shift manager job. If Jim truly is a good friend, then he will understand that his actions are causing his friend to become stressed, thus making him want to fix his actions. However, if that does not work, Becky can minimize Jims hours while still having him make enough money to pay rent. Everyone has the opportunity to win. Jim is given the opportunity to fix his act, Mark can have a bad employee not work nearly as much without having to hire another person, and Becky does not have to diminish her relationship with either person.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8125145435333252,0.8251711130142212,0.636654257774353,0.04636716842651367,0.06542080640792847,0.18968641757965088,0.1653757095336914,0.34442996978759766,0.3593659996986389,2
2192,"Becky needs to go to Mark, who seems like an understanding guy, and explain her situation. Jim should probably be fired right away, but if Mark is aware of Becky's situation he may allow Jim to continue to work there until he finds a new job. Becky cannot stay complacent when it comes to Jim's behavior, as that could put her own standing with her job at risk.",1.255196357,-0.299161975,RLPS8,Becky,test,2192,70,0.8099966645240784,0.2550492286682129,0.2719681859016418,1,"Becky needs to go to Mark, who seems like an understanding guy, and explain her situation. Jim should probably be fired right away, but if Mark is aware of Becky's situation he may allow Jim to continue to work there until he finds a new job. Becky cannot stay complacent when it comes to Jim's behavior, as that could put her own standing with her job at risk.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8123168349266052,0.831271767616272,0.6462562680244446,0.05286860466003418,0.05058479309082031,0.23593825101852417,0.12122124433517456,0.3176109790802002,0.25040262937545776,0
2193,"Tell the manager to check the camera's or say someone else reported seeing them. She needs to keep her job, so that is the best case scenerio for her.",-0.677977037,0.674440194,RLPS8,Becky,test,2193,30,0.7897989749908447,0.452251672744751,0.4315978586673736,2,"Tell the manager to check the camera's or say someone else reported seeing them. She needs to keep her job, so that is the best case scenerio for her.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7950907945632935,0.80489182472229,0.6180505156517029,0.11319184303283691,0.05822920799255371,0.3334091901779175,0.18402159214019775,0.5158181190490723,0.3337419033050537,0
2194,"Speak to Jim first and tell him if he continues this behavior that you will need to tell the manager; advise him that he shouldn't be doing that because he could get fired and needs to pay rent. If things don't improve, tell the manager.",0.345220863,-0.852072045,RLPS8,Becky,test,2194,47,0.7920466661453247,0.2662148475646972,0.3523344695568084,1,"Speak to Jim first and tell him if he continues this behavior that you will need to tell the manager; advise him that he shouldn't be doing that because he could get fired and needs to pay rent. If things don't improve, tell the manager.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.800342321395874,0.8115148544311523,0.617091953754425,0.07853430509567261,0.053104281425476074,0.29504066705703735,0.14713400602340698,0.34638893604278564,0.28571027517318726,0
2195,Becky needs to have a sit-down conversation with Jim to express to him that what he is doing is serious and explain how badly she needs the job. If Jim cared about Becky he would stop what he is doing and find a new job while working so they won't run into any other issues. Becky could also tell her boss and they could just take the pizza costs out of his pay check.,0.345220863,0.081545062,RLPS8,Becky,test,2195,76,0.8133019804954529,0.2339649200439453,0.2672117948532104,1,"Becky needs to have a sit-down conversation with Jim to express to him that what he is doing is serious and explain how badly she needs the job. If Jim cared about Becky he would stop what he is doing and find a new job while working so they won't run into any other issues. Becky could also tell her boss and they could just take the pizza costs out of his pay check.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8123291730880737,0.8212251663208008,0.6431071162223816,0.061832427978515625,0.04375863075256348,0.21791720390319824,0.12908583879470825,0.3001272678375244,0.24065274000167847,1
2196,"It would be best for her to report Jim because of her past, so she is not blamed for it if they were to get caught. Especially by doing this, it would show Mark that she is trustworthy and has learned from her mistake in the past and that she is able to be manager in the summer.",0.120241864,-0.852072045,RLPS8,Becky,test,2196,58,0.786418080329895,0.3877962231636047,0.3770618736743927,1,"It would be best for her to report Jim because of her past, so she is not blamed for it if they were to get caught. Especially by doing this, it would show Mark that she is trustworthy and has learned from her mistake in the past and that she is able to be manager in the summer.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7965378165245056,0.8021917343139648,0.6024477481842041,0.09755724668502808,0.053905606269836426,0.27268892526626587,0.14674866199493408,0.47518157958984375,0.3220407962799072,0
2197,Becky should make the owner of the pizzeria aware but say to please keep the information and her name confidential.,-0.452998038,-0.279169444,RLPS8,Becky,test,2197,20,0.81175696849823,0.4284961223602295,0.4311693906784057,1,"Becky should make the owner of the pizzeria aware but say to please keep the information and her name confidential.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8053092956542969,0.8124803304672241,0.6328549385070801,0.1099172830581665,0.052815139293670654,0.27548283338546753,0.1640985608100891,0.5490947961807251,0.3185974955558777,0
2198,"A creative solution to this problem would be for Becky to talk to Jim about her concerns and have an honest conversation with him. If her and Jim are roommates, she should be able to voice her concerns and give him the opportunity to fix his behavior/find a better solution than stealing and acting out at work.  She should also take into consideration Mark's kindness and let Jim know that she feels uncomfortable with the whole situation, and let him know that if he doesn't fix his behavior on his own she will have to talk to Mark and figure out a more concrete solution.",0.233464271,-0.299161975,RLPS8,Becky,test,2198,108,0.8020449280738831,0.2226103544235229,0.2716259360313415,1,"A creative solution to this problem would be for Becky to talk to Jim about her concerns and have an honest conversation with him. If her and Jim are roommates, she should be able to voice her concerns and give him the opportunity to fix his behavior/find a better solution than stealing and acting out at work.  She should also take into consideration Mark's kindness and let Jim know that she feels uncomfortable with the whole situation, and let him know that if he doesn't fix his behavior on his own she will have to talk to Mark and figure out a more concrete solution.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.806416392326355,0.817293643951416,0.6173655986785889,0.06578242778778076,0.05909419059753418,0.227073073387146,0.12481135129928589,0.29788756370544434,0.25537949800491333,0
2199,"Tell management to Place camera's in the pizzeria and track all material that is in the store. If it is well known to Jim, then it might incentivize him not to steal because of the fear of being caught. Pay back the store overtime.",0.11877605,0.598274682,RLPS8,Becky,test,2199,45,0.8236712217330933,0.3709834218025207,0.512876033782959,2,"Tell management to Place camera's in the pizzeria and track all material that is in the store. If it is well known to Jim, then it might incentivize him not to steal because of the fear of being caught. Pay back the store overtime.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8191542625427246,0.8287599682807922,0.6203166246414185,0.091727614402771,0.06390893459320068,0.2089606523513794,0.17320168018341064,0.4031882882118225,0.3803108334541321,1
2200,"The first thing Becky should do is have a casual conversation with Jim. Since they are friends she should first address the problem with him before going to her boss. Give him a chance to change his behaviors. Becky should tell him how his actions are effecting her and making her feel, rather then blame him and show him anger. If jim does not acknowledge her feelings, then she should tell her boss, but keep her name anonymous",0.345220863,-0.222996463,RLPS8,Becky,test,2200,78,0.7901161909103394,0.2939460277557373,0.2821491360664367,1,"The first thing Becky should do is have a casual conversation with Jim. Since they are friends she should first address the problem with him before going to her boss. Give him a chance to change his behaviors. Becky should tell him how his actions are effecting her and making her feel, rather then blame him and show him anger. If jim does not acknowledge her feelings, then she should tell her boss, but keep her name anonymous
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7993497848510742,0.8082280158996582,0.617064893245697,0.07386720180511475,0.048764705657958984,0.27601808309555054,0.15481436252593994,0.3582369089126587,0.288776695728302,1
2201,becky should go to jims party,-1.814397344,0.462252099,RLPS8,Becky,test,2201,6,0.7489960193634033,0.50856614112854,0.4125928282737732,2,"becky should go to jims party
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7833356261253357,0.7962701320648193,0.6083019971847534,0.14859312772750854,0.06970632076263428,0.3844924569129944,0.18903899192810059,0.6518799066543579,0.3412221074104309,0
2202,"Becky needs to be assertive and set bnoundaries with Jim. Jim is actively stealing from Mark, who seems to be a hardworking business owner. If Jim cannot pay for his rent after being fired from the Pizza store and blames Becky, Jim is not the person to be friends with.",-0.791199443,-0.279169444,RLPS8,Becky,test,2202,50,0.806916356086731,0.2861058115959167,0.2869142591953277,0,"Becky needs to be assertive and set bnoundaries with Jim. Jim is actively stealing from Mark, who seems to be a hardworking business owner. If Jim cannot pay for his rent after being fired from the Pizza store and blames Becky, Jim is not the person to be friends with.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8130075931549072,0.8275909423828125,0.641939103603363,0.04801344871520996,0.046152710914611816,0.17173588275909424,0.1297435164451599,0.30953001976013184,0.2668856978416443,0
2203,"Becky should let Mark know anon. Mark should then take the 10 pizzas out of Jim's paycheck while also supplying him with some other job applications. Both Mark and Becky should give this to Jim in the form of a surprise party-esqe event where it's pitch black when Jim walks in... and the lights turn on, showing the two of them and a crudly written banner with the words ""I didn't tell him - Becky""",-0.566220445,1.856425845,RLPS8,Becky,test,2203,78,0.8417320847511292,0.299088716506958,0.2952910661697387,4,"Becky should let Mark know anon. Mark should then take the 10 pizzas out of Jim's paycheck while also supplying him with some other job applications. Both Mark and Becky should give this to Jim in the form of a surprise party-esqe event where it's pitch black when Jim walks in... and the lights turn on, showing the two of them and a crudly written banner with the words ""I didn't tell him - Becky""
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8342593312263489,0.844938337802887,0.6426808834075928,0.08781743049621582,0.07121282815933228,0.2539711594581604,0.16079628467559814,0.3618333339691162,0.2750939726829529,4
2204,"Becky should first speak to Jim. SHe should speak to him first starting off with he fact that she cares about his job and ability to pay rent. However, she should then show him why what he is doing is wrong. Show him how unfair he is being with her by not doing his job. If he doesn't pick up his act, Becky should speak to their boss. She should speak to him not to get Jim fired, but to make the boss motivate Jim to do better overall.",0.345220863,-0.527537988,RLPS8,Becky,test,2204,90,0.7967745065689087,0.2654794454574585,0.2920819222927093,1,"Becky should first speak to Jim. SHe should speak to him first starting off with he fact that she cares about his job and ability to pay rent. However, she should then show him why what he is doing is wrong. Show him how unfair he is being with her by not doing his job. If he doesn't pick up his act, Becky should speak to their boss. She should speak to him not to get Jim fired, but to make the boss motivate Jim to do better overall.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.805565595626831,0.8120673298835754,0.6084110736846924,0.05270552635192871,0.053506672382354736,0.2538837790489197,0.16385668516159058,0.303616464138031,0.28001463413238525,1
2205,becky can try to look for other apartments that she can pay for with her pizza job and not turn in Jim until she has secured somewhere else to live.,0.230532642,0.349906138,RLPS8,Becky,test,2205,30,0.7930017113685608,0.3341874480247497,0.3602281808853149,2,"becky can try to look for other apartments that she can pay for with her pizza job and not turn in Jim until she has secured somewhere else to live.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7994333505630493,0.8126336336135864,0.6176342368125916,0.09610134363174438,0.06066572666168213,0.2997875213623047,0.15327978134155273,0.4110764265060425,0.28816163539886475,1
2206,I would tell becky to have a talk with Jim about his behaviors and if he doesn't start to change them she will have to tell their boss. Since she has a history of shoplifting I would tell her to get evidence to show her boss in case she does have to talk to her boss,0.233464271,-0.203003932,RLPS8,Becky,test,2206,57,0.7792412638664246,0.2943260073661804,0.3187302649021148,1,"I would tell becky to have a talk with Jim about his behaviors and if he doesn't start to change them she will have to tell their boss. Since she has a history of shoplifting I would tell her to get evidence to show her boss in case she does have to talk to her boss
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7907145023345947,0.7984434962272644,0.6130168437957764,0.07305008172988892,0.04472529888153076,0.24445641040802002,0.1124269962310791,0.35990333557128906,0.2757180333137512,0
2207,Create an elaborate reform for Jim so that he realizes what he is doing is wrong. By slowly exposing him to the misdeeds he is committing his conscious may realize the wrongdoings. If this is incorrect inform your manager and suggest he has security cameras installed so he can witness what is going on when he is not there. Worst-case scenario Becky can kick Jim out and find another roommate or pose that she is leaving and moving in with someone else to hopefully make Jim aware of his mistakes.,0.918460766,1.0351547,RLPS8,Becky,test,2207,91,0.8146851658821106,0.2790018320083618,0.3520819544792175,3,"Create an elaborate reform for Jim so that he realizes what he is doing is wrong. By slowly exposing him to the misdeeds he is committing his conscious may realize the wrongdoings. If this is incorrect inform your manager and suggest he has security cameras installed so he can witness what is going on when he is not there. Worst-case scenario Becky can kick Jim out and find another roommate or pose that she is leaving and moving in with someone else to hopefully make Jim aware of his mistakes.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8166386485099792,0.8262491822242737,0.6311063766479492,0.06985199451446533,0.07200920581817627,0.23780274391174316,0.1646202802658081,0.33915627002716064,0.37036120891571045,2
2208,I think Becky needs to tell him that the boss notices there bad business and missing pizza supplies and so they need to step it up before he gets even more suspicious. This will seem like Becky is a part of the problem and its not just Jim.,0.11877605,0.349906138,RLPS8,Becky,test,2208,48,0.8118457794189453,0.3162729740142822,0.3107251822948456,1,"I think Becky needs to tell him that the boss notices there bad business and missing pizza supplies and so they need to step it up before he gets even more suspicious. This will seem like Becky is a part of the problem and its not just Jim.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8068755865097046,0.8177581429481506,0.6322842836380005,0.08469700813293457,0.054432570934295654,0.2308998703956604,0.11730563640594482,0.4005603790283203,0.24078863859176636,0
2209,A solution to the problem would be not to tell on him but to sit him down and have a conversation that it is not okay to steal from the company and that she will not let it slide. She should tell him you must pay the pizza place back and never do that again or else she is telling the boss. She should also make it clear that if the boss finds out he will get fired and will have to move out of their apartment if he cants pay rent. She should also look out for possible roommates or cheaper places incase he does get fired and have to move.,1.256662171,-0.547530519,RLPS8,Becky,test,2209,112,0.8077703714370728,0.2634819746017456,0.4348428547382355,2,"A solution to the problem would be not to tell on him but to sit him down and have a conversation that it is not okay to steal from the company and that she will not let it slide. She should tell him you must pay the pizza place back and never do that again or else she is telling the boss. She should also make it clear that if the boss finds out he will get fired and will have to move out of their apartment if he cants pay rent. She should also look out for possible roommates or cheaper places incase he does get fired and have to move.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8104456663131714,0.8142911791801453,0.6227034330368042,0.06195473670959473,0.05247354507446289,0.1987818479537964,0.19416260719299316,0.3040224313735962,0.41493338346481323,1
2210,Becky most likely is going to bite her tongue AND NOT TELL IN ORDER FOR HER ROOMATE TO BE ABLE TO KEEP HIS JOB.,-0.677977037,-0.527537988,RLPS8,Becky,test,2210,24,0.7990385293960571,0.4571576714515686,0.3712076246738434,0,"Becky most likely is going to bite her tongue AND NOT TELL IN ORDER FOR HER ROOMATE TO BE ABLE TO KEEP HIS JOB.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8008527755737305,0.8098759651184082,0.6517978310585022,0.10102277994155884,0.054347336292266846,0.34322434663772583,0.15127962827682495,0.5539155602455139,0.2902589440345764,0
2211,"becky should talk to mark and insist he pays back the resteraunt for what he has stolen. she should explain the circumstances within her past snd explain how crucial this is. however, if this does not work, becky should speak to the boss and explain the situation with her rent and jim",0.231998457,-0.279169444,RLPS8,Becky,test,2211,52,0.8114470839500427,0.3450976610183716,0.3373080193996429,1,"becky should talk to mark and insist he pays back the resteraunt for what he has stolen. she should explain the circumstances within her past snd explain how crucial this is. however, if this does not work, becky should speak to the boss and explain the situation with her rent and jim
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8115755915641785,0.8208990693092346,0.6221768856048584,0.0965149998664856,0.05422091484069824,0.22736996412277222,0.12801426649093628,0.3865339756011963,0.29213666915893555,0
2212,"keep it a secret, blackmail Jim, devise a way to get Jim caught by superiors,",-0.791199443,1.531891789,RLPS8,Becky,test,2212,15,0.7820382118225098,0.4913485050201416,0.4607163667678833,2,"keep it a secret, blackmail Jim, devise a way to get Jim caught by superiors,
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8024102449417114,0.8185713887214661,0.6146946549415588,0.1266903281211853,0.06849336624145508,0.3793160915374756,0.17953234910964966,0.5790573358535767,0.3300432562828064,0
2213,"Becky could suggest that Jim's actions made her uncomfortable in terms of workplace integrity, and suggest that he take action to either tell the managers of his own wrongdoing, or cease unethical actions in this environment.",-1.476195938,-0.527537988,RLPS8,Becky,test,2213,37,0.8105087280273438,0.3090931177139282,0.31183061003685,1,"Becky could suggest that Jim's actions made her uncomfortable in terms of workplace integrity, and suggest that he take action to either tell the managers of his own wrongdoing, or cease unethical actions in this environment.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8175750374794006,0.8295739889144897,0.6219503283500671,0.09708797931671143,0.06279975175857544,0.29350972175598145,0.1353471279144287,0.36908119916915894,0.25935715436935425,0
2214,"Becky could ask Jim about his behavior and request he stop.  This is the most direct, respectful, and helpful option for both individuals.  If Jim does not stop, Becky could seek a job for Jim in which his habits could be more useful such as a locksmith.",0.120241864,-0.222996463,RLPS8,Becky,test,2214,47,0.8064429759979248,0.2257988452911377,0.2656330466270447,3,"Becky could ask Jim about his behavior and request he stop.  This is the most direct, respectful, and helpful option for both individuals.  If Jim does not stop, Becky could seek a job for Jim in which his habits could be more useful such as a locksmith.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8099177479743958,0.8254445791244507,0.629889726638794,0.08979851007461548,0.06391006708145142,0.2656739354133606,0.1705988049507141,0.33940815925598145,0.2513342499732971,2
2215,Becky should speak to Jima about his behavior and explain to him what he is doing is wrong. If he still does not listen and continues to do the same thing she then should go and speak to Mark about it.,0.120241864,-0.852072045,RLPS8,Becky,test,2215,41,0.7860714793205261,0.3583051562309265,0.3094519674777984,1,"Becky should speak to Jima about his behavior and explain to him what he is doing is wrong. If he still does not listen and continues to do the same thing she then should go and speak to Mark about it.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7978984117507935,0.8052578568458557,0.6083303689956665,0.08375632762908936,0.050024569034576416,0.3044559955596924,0.1336154341697693,0.4469204545021057,0.26524704694747925,0
2216,"Becky should talk to Jim directly about the situation, as he may not know how his actions are affecting Becky.",-0.791199443,-0.852072045,RLPS8,Becky,test,2216,20,0.7874640822410583,0.3880204558372497,0.2825515866279602,1,"Becky should talk to Jim directly about the situation, as he may not know how his actions are affecting Becky.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7988792657852173,0.811278223991394,0.6253201961517334,0.11279112100601196,0.04840773344039917,0.32295459508895874,0.11196649074554443,0.51233971118927,0.23718595504760742,0
2217,She should tell the manager but leave it anoaomus,-0.791199443,-0.279169444,RLPS8,Becky,test,2217,9,0.7913485765457153,0.5287735462188721,0.4659731984138489,0,"She should tell the manager but leave it anoaomus
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7939869165420532,0.8080898523330688,0.6280041337013245,0.15633738040924072,0.07523047924041748,0.398354172706604,0.19209110736846924,0.6748036742210388,0.35171979665756226,0
2218,Becky should tell her boss so she doesnt lose her job.,-0.791199443,-1.100440589,RLPS8,Becky,test,2218,11,0.754986047744751,0.3989762663841247,0.3563535511493683,0,"Becky should tell her boss so she doesnt lose her job.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7888708114624023,0.8000609874725342,0.6231729388237,0.13690871000289917,0.07212865352630615,0.3363320827484131,0.1413223147392273,0.5373956561088562,0.2872844934463501,0
2219,"Becky should talk to Jim about the situation and try to persuade him that he should attempt to work harder, that way they can both pay their rent and keep a job. If Jim refuses she could tell Mark and possibly find another roommate.",0.233464271,-0.279169444,RLPS8,Becky,test,2219,44,0.7919996976852417,0.3208259344100952,0.2933357954025268,1,"Becky should talk to Jim about the situation and try to persuade him that he should attempt to work harder, that way they can both pay their rent and keep a job. If Jim refuses she could tell Mark and possibly find another roommate.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8003212809562683,0.8138670921325684,0.6188991069793701,0.09964317083358765,0.0619698166847229,0.24881845712661743,0.11300426721572876,0.3632955551147461,0.2429792881011963,1
2220,"Becky should speak to Jim about his actions and if he does not improve his behavior, then she should tell Mark and explain to him the concerns she has regarding the rent, her friendship with Jim, etc.  If Jim does get fired, Becky should look into options for another roommate or other housing that she can afford to pay for herself.",1.256662171,-0.547530519,RLPS8,Becky,test,2220,61,0.80266273021698,0.3045010566711426,0.2961321771144867,1,"Becky should speak to Jim about his actions and if he does not improve his behavior, then she should tell Mark and explain to him the concerns she has regarding the rent, her friendship with Jim, etc.  If Jim does get fired, Becky should look into options for another roommate or other housing that she can afford to pay for herself.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.810382604598999,0.8204850554466248,0.6167014241218567,0.0649099349975586,0.05113697052001953,0.25431573390960693,0.12515628337860107,0.34056800603866577,0.2590422034263611,1
2221,"Something Becky could do without intentionally snitching on her friend Jim would be to tell the manager a white lie to check the cameras checking to see if someone ""stole"" a piece of her jewelry. Mark will look at the cameras and notice what Jim has done and there will be no blood on Becky's hands.",0.231998457,0.846643227,RLPS8,Becky,test,2221,57,0.818361222743988,0.439517080783844,0.35718435049057,3,"Something Becky could do without intentionally snitching on her friend Jim would be to tell the manager a white lie to check the cameras checking to see if someone ""stole"" a piece of her jewelry. Mark will look at the cameras and notice what Jim has done and there will be no blood on Becky's hands.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8153915405273438,0.8277945518493652,0.6337646245956421,0.07895421981811523,0.05134415626525879,0.27120280265808105,0.14834195375442505,0.4813346862792969,0.317554235458374,3
2222,"Becky should create a log of this behavior so Jim cannot pin the blame on her. She could then address Jim about her worries; if he was actually a good friend, he would take that into consideration. In the case that he doesn't improve, she should tell Mark and seek other housing accommodations.",0.345220863,0.349906138,RLPS8,Becky,test,2222,54,0.8135025501251221,0.3213528990745544,0.269267737865448,2,"Becky should create a log of this behavior so Jim cannot pin the blame on her. She could then address Jim about her worries; if he was actually a good friend, he would take that into consideration. In the case that he doesn't improve, she should tell Mark and seek other housing accommodations.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8134257793426514,0.821372926235199,0.6238552331924438,0.08179622888565063,0.05320221185684204,0.26248741149902344,0.1342753767967224,0.4326692223548889,0.24814307689666748,1
2223,Catch Jim on tape stealing and tell him to get his act together or she finds a new roommate and gets Jim fired.,0.120241864,0.598274682,RLPS8,Becky,test,2223,23,0.7697223424911499,0.3255736827850342,0.3674668371677398,2,"Catch Jim on tape stealing and tell him to get his act together or she finds a new roommate and gets Jim fired.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7958807945251465,0.8126268982887268,0.6166115999221802,0.09285610914230347,0.05482882261276245,0.2964392304420471,0.14222317934036255,0.4661145806312561,0.2839078903198242,0
2224,Becky should first talk to Jim about him taking the pizzas and tell him to either pay for it or she's going to have to tell Mark because that isn't right.,-0.677977037,-0.852072045,RLPS8,Becky,test,2224,33,0.8000684976577759,0.3427224159240722,0.299147754907608,1,"Becky should first talk to Jim about him taking the pizzas and tell him to either pay for it or she's going to have to tell Mark because that isn't right.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7999731302261353,0.8135750889778137,0.6259020566940308,0.09317123889923096,0.04745900630950928,0.27130424976348877,0.13484841585159302,0.4407845139503479,0.23672699928283691,0
2225,Becky needs to tell Mark about the situation. Jim isn't a good friend if he is putting her in this situation. And if they are good friends then this shouldn't be a problem for Becky to talk to Jim. I think Becky needs to confront Jim about this and tell him he needs to find a new job. If this goes poorly then Becky needs to move out and sublease her apartment.,0.231998457,0.081545062,RLPS8,Becky,test,2225,74,0.7896867394447327,0.3070752620697021,0.267976313829422,1,"Becky needs to tell Mark about the situation. Jim isn't a good friend if he is putting her in this situation. And if they are good friends then this shouldn't be a problem for Becky to talk to Jim. I think Becky needs to confront Jim about this and tell him he needs to find a new job. If this goes poorly then Becky needs to move out and sublease her apartment.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.7959103584289551,0.8140245079994202,0.6224748492240906,0.05955612659454346,0.04344475269317627,0.24200809001922607,0.12644046545028687,0.36768078804016113,0.2404990792274475,0
2226,"Addressing Jim may be the simplest solution but could easily cause more problems and ultimately be ineffective. However, if Becky can talk to Jim and convince him to slowly pay back Mark either for the pizza or at least for the ingredients, it may work out better for everyone.",0.007019458,0.369898669,RLPS8,Becky,test,2226,49,0.8080583214759827,0.284453272819519,0.3051908612251282,2,"Addressing Jim may be the simplest solution but could easily cause more problems and ultimately be ineffective. However, if Becky can talk to Jim and convince him to slowly pay back Mark either for the pizza or at least for the ingredients, it may work out better for everyone.
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.8087829351425171,0.8202545642852783,0.6271476745605469,0.08036607503890991,0.0491296648979187,0.1924789547920227,0.16655677556991577,0.3627440929412842,0.2565769553184509,0
2227,she needs to tell mark because that is no right and he will cause them to lose business. he can find another job,-0.677977037,-0.852072045,RLPS8,Becky,test,2227,23,0.7778006792068481,0.4715266227722168,0.4098245203495025,0,"she needs to tell mark because that is no right and he will cause them to lose business. he can find another job
Today is a good day because the rain has stopped and the weather is pretty fine. So I'm calling my friend to go to the park for a walk together.",0.791305422782898,0.8054139614105225,0.6076365113258362,0.09053725004196167,0.04363590478897095,0.32086193561553955,0.17070657014846802,0.5954630970954895,0.31945812702178955,0
